Accident_ID,Accident Date,Day_of_Week,Junction_Detail,Accident_Injuries,Light_Conditions,death_toll,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Speed_limit,Hour_of_Accident,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901BS70208,2021-04-26,Sunday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901BS70209,2021-04-30,Thursday,More than 4 arms (not roundabout),Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901BS70210,2021-03-30,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Dual carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901BS70211,2021-04-30,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901BS70212,2021-05-03,Sunday,T or staggered junction,Slight,Daylight,1.0,3.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901BS70213,2021-04-08,Wednesday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901BS70214,2021-05-01,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Dual carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901BS70216,2021-04-22,Wednesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Dual carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901BS70217,2021-05-08,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS70218,2021-05-08,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901BS70219,2021-04-29,Wednesday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,0.0,Urban,Fine no high winds,Car
200901BS70220,2021-05-10,Sunday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901BS70221,2021-05-06,Wednesday,Crossroads,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901BS70222,2021-05-07,Thursday,Crossroads,Slight,Darkness - lights lit,2.0,1.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901BS70223,2021-04-26,Sunday,T or staggered junction,Slight,Daylight,5.0,5.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901BS70224,2021-04-29,Wednesday,T or staggered junction,Slight,Darkness - lights lit,1.0,3.0,Dry,Single carriageway,30.0,0.0,Urban,Fine no high winds,Car
200901BS70225,2021-04-29,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901BS70226,2021-05-10,Sunday,Not at junction or within 20 metres,Serious,Daylight,2.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901BS70227,2021-05-10,Sunday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,0.0,Urban,Fine no high winds,Car
200901BS70228,2021-05-13,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901BS70230,2021-04-25,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901BS70231,2021-05-08,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901BS70232,2021-05-02,Saturday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901BS70233,2021-05-15,Friday,Roundabout,Slight,Darkness - lights lit,2.0,2.0,Wet or damp,Roundabout,30.0,22.0,Urban,Other,Car
200901BS70234,2021-05-13,Wednesday,T or staggered junction,Slight,Daylight,2.0,1.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901BS70236,2021-05-06,Wednesday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901BS70237,2021-05-15,Friday,Roundabout,Slight,Daylight,1.0,2.0,Dry,Roundabout,30.0,8.0,Urban,Fine no high winds,Car
200901BS70238,2021-05-01,Friday,Crossroads,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Taxi
200901BS70239,2021-05-06,Wednesday,Private drive or entrance,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Other
200901BS70240,2021-05-18,Monday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Van
200901BS70241,2021-05-05,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,One way street,30.0,9.0,Urban,Fine no high winds,Van
200901BS70242,2021-05-04,Monday,T or staggered junction,Slight,Daylight,3.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901BS70243,2021-05-19,Tuesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901BS70245,2021-05-21,Thursday,Not at junction or within 20 metres,Serious,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Other
200901BS70246,2021-05-23,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901BS70247,2021-05-16,Saturday,T or staggered junction,Slight,Daylight,2.0,1.0,Dry,Dual carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901BS70248,2021-05-26,Tuesday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,9.0,Urban,Raining no high winds,Car
200901BS70249,2021-05-02,Saturday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901BS70250,2021-05-17,Sunday,Roundabout,Slight,Daylight,1.0,2.0,Dry,Roundabout,30.0,17.0,Urban,Fine no high winds,Taxi
200901BS70251,2021-03-06,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS70252,2021-05-20,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901BS70253,2021-05-28,Thursday,T or staggered junction,Slight,Daylight,1.0,3.0,Dry,Dual carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901BS70254,2021-05-23,Saturday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901BS70255,2021-05-13,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901BS70257,2021-06-30,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Motorcycle
200901BS70258,2021-05-10,Sunday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Dual carriageway,30.0,11.0,Urban,Fine no high winds,Van
200901BS70259,2021-05-28,Thursday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS70260,2021-05-22,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Van
200901BS70261,2021-05-29,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS70262,2021-05-28,Thursday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901BS70263,2021-06-03,Wednesday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901BS70265,2021-05-20,Wednesday,Mini-roundabout,Slight,Daylight,1.0,2.0,Dry,Roundabout,30.0,19.0,Urban,Fine no high winds,Car
200901BS70267,2021-05-31,Sunday,Crossroads,Slight,Daylight,1.0,3.0,Dry,Dual carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901BS70268,2021-05-31,Sunday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901BS70269,2021-05-28,Thursday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901BS70270,2021-06-02,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901BS70271,2021-06-01,Monday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901BS70272,2021-06-06,Saturday,Crossroads,Slight,Daylight,2.0,3.0,Dry,Dual carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901BS70273,2021-06-05,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901BS70274,2021-06-05,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901BS70276,2021-05-29,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Other
200901BS70277,2021-06-06,Saturday,T or staggered junction,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901BS70278,2021-06-08,Monday,Crossroads,Slight,Daylight,3.0,2.0,Wet or damp,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901BS70279,2021-06-09,Tuesday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Wet or damp,Single carriageway,30.0,3.0,Urban,Raining no high winds,Car
200901BS70280,2021-06-09,Tuesday,T or staggered junction,Serious,Daylight,2.0,1.0,Wet or damp,Single carriageway,30.0,9.0,Urban,Raining no high winds,Car
200901BS70281,2021-06-09,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS70284,2021-05-30,Saturday,Private drive or entrance,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901BS70285,2021-06-05,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901BS70286,2021-03-19,Thursday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Van
200901BS70288,2021-06-11,Thursday,Crossroads,Slight,Daylight,4.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901BS70289,2021-06-11,Thursday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Motorcycle
200901BS70290,2021-06-11,Thursday,Private drive or entrance,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901BS70291,2021-06-11,Thursday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901BS70292,2021-06-12,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS70293,2021-06-11,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS70294,2021-06-10,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901BS70295,2021-06-12,Friday,T or staggered junction,Slight,Daylight,1.0,3.0,Dry,Dual carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS70296,2021-06-05,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901BS70297,2021-06-12,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901BS70298,2021-06-12,Friday,T or staggered junction,Slight,Daylight,1.0,3.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901BS70300,2021-05-31,Sunday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901BS70301,2021-06-08,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901BS70302,2021-06-09,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901BS70303,2021-06-16,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901BS70304,2021-06-15,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901BS70305,2021-06-14,Sunday,Private drive or entrance,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Bus
200901BS70306,2021-06-09,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901BS70307,2021-06-12,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,2.0,Urban,Fine no high winds,Car
200901BS70308,2021-06-15,Monday,Crossroads,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901BS70309,2021-06-09,Tuesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901BS70310,2021-06-15,Monday,Crossroads,Slight,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,19.0,Urban,Raining no high winds,Bus
200901BS70311,2021-06-12,Friday,T or staggered junction,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901BS70312,2021-06-11,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901BS70313,2021-06-17,Wednesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Other
200901BS70314,2021-06-19,Friday,T or staggered junction,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Motorcycle
200901BS70315,2021-06-16,Tuesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901BS70316,2021-06-18,Thursday,T or staggered junction,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Other
200901BS70317,2021-06-17,Wednesday,Not at junction or within 20 metres,Slight,Daylight,1.0,3.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901BS70318,2021-06-19,Friday,T or staggered junction,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901BS70319,2021-06-17,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901BS70320,2021-06-20,Saturday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901BS70321,2021-03-26,Thursday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Dual carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901BS70324,2021-08-14,Friday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901BS70325,2021-06-23,Tuesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901BS70326,2021-06-26,Friday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,One way street,30.0,15.0,Urban,Fine no high winds,Car
200901BS70327,2021-06-28,Sunday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,3.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901BS70328,2021-06-25,Thursday,Not at junction or within 20 metres,Slight,Daylight,2.0,1.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901BS70329,2021-06-25,Thursday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901BS70330,2021-06-27,Saturday,Crossroads,Serious,Daylight,1.0,1.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901BS70331,2021-06-21,Sunday,Roundabout,Slight,Daylight,1.0,2.0,Dry,Roundabout,30.0,19.0,Urban,Fine no high winds,Car
200901BS70332,2021-06-29,Monday,T or staggered junction,Slight,Daylight,2.0,1.0,Dry,Dual carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS70333,2021-06-24,Wednesday,Mini-roundabout,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901BS70334,2021-06-27,Saturday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901BS70335,2021-06-21,Sunday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901BS70336,2021-06-29,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Other,Car
200901BS70337,2021-06-23,Tuesday,More than 4 arms (not roundabout),Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901BS70338,2021-06-30,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901BS70339,2021-06-30,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901BS70340,2021-06-25,Thursday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Dual carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901BS70341,2021-06-23,Tuesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Motorcycle
200901BS70342,2021-06-15,Monday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,22.0,Urban,Raining no high winds,Car
200901BS70343,2021-07-02,Thursday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901BS70344,2021-07-03,Friday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901BS70345,2021-07-05,Sunday,Not at junction or within 20 metres,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901BS70346,2021-07-04,Saturday,Crossroads,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Motorcycle
200901BS70347,2021-07-03,Friday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901BS70348,2021-07-03,Friday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS70349,2021-07-03,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901BS70350,2021-07-02,Thursday,Not at junction or within 20 metres,Serious,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901BS70351,2021-07-01,Wednesday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901BS70352,2021-06-27,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901BS70353,2021-07-04,Saturday,Crossroads,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Van
200901BS70354,2021-06-24,Wednesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901BS70355,2021-07-05,Sunday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901BS70356,2021-06-24,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901BS70357,2021-06-25,Thursday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Bus
200901BS70358,2021-06-27,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,19.0,Urban,Raining no high winds,Car
200901BS70359,2021-07-07,Tuesday,Roundabout,Slight,Daylight,1.0,2.0,Dry,Roundabout,30.0,12.0,Urban,Fine no high winds,Car
200901BS70360,2021-07-10,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
